Station,YearTime,NO2
Barbados-BE01AES,1952,3582.264
Barbados-BE01AES,1953,3763.780
Barbados-BE01AES,1954,3954.493
Barbados-BE01AES,1955,4154.869
Barbados-BE01AES,1956,4365.399
Barbados-BE01AES,1957,4586.597
Barbados-BE01AES,1958,4819.002
Barbados-BE01AES,1959,5063.184
Barbados-BE01AES,1917,5319.739
Barbados-BE01AES,1919,5711.593
Barbados-BE01AES,1962,6204.489
Barbados-BE01AES,1963,5863.174
Barbados-BE01AES,1964,1930.215
Barbados-BE01AES,1965,6806.043
Barbados-BE01AES,1966,7057.569
Barbados-BE01AES,1967,7788.544
Barbados-BE01AES,1968,8306.964
Barbados-BE01AES,1969,8904.399
Barbados-BE01AES,1970,9712.476
Barbados-BE01AES,1971,9814.377
Barbados-BE01AES,1972,9853.806
Barbados-BE01AES,1973,9990.789
Barbados-BE01AES,1974,11268.719
Barbados-BE01AES,1975,10983.924
Barbados-BE01AES,1976,11414.776
Barbados-BE01AES,1977,12008.356
Barbados-BE01AES,1978,12375.141
Barbados-BE01AES,1979,13301.417
Barbados-BE01AES,1980,13858.898
Barbados-BE01AES,1981,13504.662
Barbados-BE01AES,1982,12736.472
Barbados-BE01AES,1983,12679.082
Barbados-BE01AES,1984,13003.273
Barbados-BE01AES,1985,13020.581
Barbados-BE01AES,1986,13517.564
Barbados-BE01AES,1987,13783.209
Barbados-BE01AES,1988,14140.093
Barbados-BE01AES,1989,14528.018
Barbados-BE01AES,1990,13954.777
Barbados-BE01AES,1991,13293.897
Barbados-BE01AES,1992,12263.453
Barbados-BE01AES,1993,12299.755
Barbados-BE01AES,1994,12736.755
Barbados-BE01AES,1995,13009.356
Barbados-BE01AES,1996,13356.077
Barbados-BE01AES,1997,13901.909
Barbados-BE01AES,1998,14702.321
Barbados-BE01AES,1999,14710.964
Barbados-BE01AES,2000,14982.123
Barbados-BE01AES,2001,14533.643
Barbados-BE01AES,2002,14544.493
Barbados-BE01AES,2003,14779.731
Barbados-BE01AES,2004,15268.126
Barbados-BE01AES,2005,15837.000
Barbados-BE01AES,2006,16703.593
Barbados-BE01AES,2007,16938.206
Barbados-BE01AES,2008,16959.901
Barbados-BE01AES,2009,16226.014
Barbados-BE01AES,2010,16223.531
Barbados-BE01AES,2011,16273.996
Barbados-BE01AES,2012,16233.414
Barbados-BE01AES,2013,16273.896
Barbados-BE01AES,2014,16395.643
Barbados-BE01AES,2015,11970.078
Barbados-BE01AES,2016,16889.858
Barbados-BE01AES,2017,17218.385
Barbados-BE01AES,2018,17587.658
Turkey-TR9A83E,1990,510.550
Turkey-TR9A83E,1991,510.749
Turkey-TR9A83E,1992,510.948
Turkey-TR9A83E,1993,511.148
Turkey-TR9A83E,1994,511.347
Turkey-TR9A83E,1995,511.547
Turkey-TR9A83E,1996,511.747
Turkey-TR9A83E,1997,511.946
Turkey-TR9A83E,1998,512.146
Turkey-TR9A83E,1999,512.346
Turkey-TR9A83E,2000,512.546
Turkey-TR9A83E,2001,512.746
Turkey-TR9A83E,2002,512.947
Turkey-TR9A83E,2003,513.147
Turkey-TR9A83E,2004,513.347
Turkey-TR9A83E,2005,513.547
Turkey-TR9A83E,2006,513.748
Turkey-TR9A83E,2008,513.949
Turkey-TR9A83E,2007,514.149
Turkey-TR9A83E,2009,514.350
Turkey-TR9A83E,2010,514.551
Turkey-TR9A83E,2011,517.472
Turkey-TR9A83E,2012,520.409
Turkey-TR9A83E,2013,523.364
Turkey-TR9A83E,2014,526.335
Turkey-TR9A83E,2015,529.323
Italy-IT2A5RE,1990,542.968
Italy-IT2A5RE,1991,542.968
Italy-IT2A5RE,1992,542.968
Italy-IT2A5RE,1993,542.968
Italy-IT2A5RE,1994,542.968
Italy-IT2A5RE,1995,542.968
Italy-IT2A5RE,1996,542.968
Italy-IT2A5RE,1997,542.968
Italy-IT2A5RE,1998,542.968
Italy-IT2A5RE,1999,542.968
Italy-IT2A5RE,2000,542.968
Italy-IT2A5RE,2001,542.968
Italy-IT2A5RE,2002,542.968
Italy-IT2A5RE,2003,542.968
Italy-IT2A5RE,2004,542.968
Italy-IT2A5RE,2005,542.968
Italy-IT2A5RE,2006,542.968
Italy-IT2A5RE,2008,542.968
Italy-IT2A5RE,2007,542.968
Italy-IT2A5RE,2009,542.968
Italy-IT2A5RE,2010,542.968
Italy-IT2A5RE,2011,546.556
Italy-IT2A5RE,2012,550.167
Italy-IT2A5RE,2013,553.803
Italy-IT2A5RE,2014,557.462
Italy-IT2A5RE,2015,519.146
Netherlands-NL5RSTE,1990,553.718
Netherlands-NL5RSTE,1991,553.718
Netherlands-NL5RSTE,1992,553.718
Netherlands-NL5RSTE,1993,553.718
Netherlands-NL5RSTE,1994,553.718
Netherlands-NL5RSTE,1995,553.718
Netherlands-NL5RSTE,1996,553.718
Netherlands-NL5RSTE,1997,553.718
Netherlands-NL5RSTE,1998,553.718
Netherlands-NL5RSTE,1999,553.718
Netherlands-NL5RSTE,2000,553.718
Netherlands-NL5RSTE,2001,553.718
Netherlands-NL5RSTE,2002,553.718
Netherlands-NL5RSTE,2003,553.718
Netherlands-NL5RSTE,2004,553.718
Netherlands-NL5RSTE,2005,553.718
Netherlands-NL5RSTE,2006,553.718
Netherlands-NL5RSTE,2008,553.718
Netherlands-NL5RSTE,2007,553.718
Netherlands-NL5RSTE,2009,553.718
Netherlands-NL5RSTE,2010,553.718
Netherlands-NL5RSTE,2011,556.315
Netherlands-NL5RSTE,2012,558.923
Netherlands-NL5RSTE,2013,519.544
Netherlands-NL5RSTE,2014,564.177
Netherlands-NL5RSTE,2015,566.823
Norway-NO009AN,1990,1667.688
Norway-NO009AN,1991,1667.688
Norway-NO009AN,1992,1667.688
Norway-NO009AN,1993,1667.688
Norway-NO009AN,1994,1667.688
Norway-NO009AN,1995,1667.688
Norway-NO009AN,1996,1667.688
Norway-NO009AN,1997,1667.688
Norway-NO009AN,1998,1667.688
Norway-NO009AN,1999,1667.688
Norway-NO009AN,2000,1667.688
Norway-NO009AN,2001,1667.688
Norway-NO009AN,2002,1667.688
Norway-NO009AN,2003,1667.688
Norway-NO009AN,2004,1667.688
Norway-NO009AN,2005,1667.688
Norway-NO009AN,2006,1667.688
Norway-NO009AN,2008,1667.688
Norway-NO009AN,2007,1667.688
Norway-NO009AN,2009,1667.688
Norway-NO009AN,2010,1667.688
Norway-NO009AN,2011,1678.708
Norway-NO009AN,2012,1689.800
Norway-NO009AN,2013,1700.966
Norway-NO009AN,2014,1712.206
Norway-NO009AN,2015,1723.520
Poland-PL01SAN,1990,539.563
Poland-PL01SAN,1991,539.563
Poland-PL01SAN,1992,539.563
Poland-PL01SAN,1993,539.563
Poland-PL01SAN,1994,539.563
Poland-PL01SAN,1995,539.563
Poland-PL01SAN,1996,539.563
Poland-PL01SAN,1997,539.563
Poland-PL01SAN,1998,539.563
Poland-PL01SAN,1999,539.563
Poland-PL01SAN,2000,539.563
Poland-PL01SAN,2001,539.563
Poland-PL01SAN,2002,539.563
Poland-PL01SAN,2003,539.563
Poland-PL01SAN,2004,539.563
Poland-PL01SAN,2005,539.563
Poland-PL01SAN,2006,539.563
Poland-PL01SAN,2008,539.563
Poland-PL01SAN,2007,539.563
Poland-PL01SAN,2009,539.563
Poland-PL01SAN,2010,539.563
Poland-PL01SAN,2011,540.545
Poland-PL01SAN,2012,541.529
Poland-PL01SAN,2013,542.515
Poland-PL01SAN,2014,543.503
Poland-PL01SAN,2015,544.493
Bolivia-BL01SAN,1990,695.052
Bolivia-BL01SAN,1991,695.052
Bolivia-BL01SAN,1992,695.052
Bolivia-BL01SAN,1993,695.052
Bolivia-BL01SAN,1994,695.052
Bolivia-BL01SAN,1995,695.052
Bolivia-BL01SAN,1996,695.052
Bolivia-BL01SAN,1997,695.052
Bolivia-BL01SAN,1998,695.052
Bolivia-BL01SAN,1999,695.052
Bolivia-BL01SAN,2000,695.052
Bolivia-BL01SAN,2001,695.052
Bolivia-BL01SAN,2002,695.052
Bolivia-BL01SAN,2003,695.052
Bolivia-BL01SAN,2004,695.052
Bolivia-BL01SAN,2005,695.052
Bolivia-BL01SAN,2006,695.052
Bolivia-BL01SAN,2008,695.052
Bolivia-BL01SAN,2007,695.052
Bolivia-BL01SAN,2009,695.052
Bolivia-BL01SAN,2010,695.052
Bolivia-BL01SAN,2011,701.517
Bolivia-BL01SAN,2012,708.128
Bolivia-BL01SAN,2013,714.758
Bolivia-BL01SAN,2014,721.449
Bolivia-BL01SAN,2015,728.204
Bosnia and Herzegovina-BH25SSW,1990,490.825
Bosnia and Herzegovina-BH25SSW,1991,491.334
Bosnia and Herzegovina-BH25SSW,1992,491.845
Bosnia and Herzegovina-BH25SSW,1993,492.356
Bosnia and Herzegovina-BH25SSW,1994,492.867
Bosnia and Herzegovina-BH25SSW,1995,493.379
Bosnia and Herzegovina-BH25SSW,1996,493.891
Bosnia and Herzegovina-BH25SSW,1997,494.404
Bosnia and Herzegovina-BH25SSW,1998,494.918
Bosnia and Herzegovina-BH25SSW,1999,495.432
Bosnia and Herzegovina-BH25SSW,2000,495.946
Bosnia and Herzegovina-BH25SSW,2001,496.419
Bosnia and Herzegovina-BH25SSW,2002,496.977
Bosnia and Herzegovina-BH25SSW,2003,497.493
Bosnia and Herzegovina-BH25SSW,2004,498.010
Bosnia and Herzegovina-BH25SSW,2005,498.527
Bosnia and Herzegovina-BH25SSW,2006,499.045
Bosnia and Herzegovina-BH25SSW,2008,499.563
Bosnia and Herzegovina-BH25SSW,2007,500.082
Bosnia and Herzegovina-BH25SSW,2009,500.119
Bosnia and Herzegovina-BH25SSW,2010,501.121
Bosnia and Herzegovina-BH25SSW,2011,498.933
Bosnia and Herzegovina-BH25SSW,2012,496.753
Bosnia and Herzegovina-BH25SSW,2013,494.584
Bosnia and Herzegovina-BH25SSW,2014,492.424
Bosnia and Herzegovina-BH25SSW,2015,490.273
Portugal-PR53SUE,1990,407.359
Portugal-PR53SUE,1991,407.359
Portugal-PR53SUE,1992,407.359
Portugal-PR53SUE,1993,407.359
Portugal-PR53SUE,1994,407.359
Portugal-PR53SUE,1995,407.359
Portugal-PR53SUE,1996,407.359
Portugal-PR53SUE,1997,407.359
Portugal-PR53SUE,1998,407.359
Portugal-PR53SUE,1999,407.359
Portugal-PR53SUE,2000,407.359
Portugal-PR53SUE,2001,407.359
Portugal-PR53SUE,2002,407.359
Portugal-PR53SUE,2003,407.359
Portugal-PR53SUE,2004,407.359
Portugal-PR53SUE,2005,407.359
Portugal-PR53SUE,2006,407.359
Portugal-PR53SUE,2008,407.359
Portugal-PR53SUE,2007,407.359
Portugal-PR53SUE,2009,407.359
Portugal-PR53SUE,2010,407.359
Portugal-PR53SUE,2011,409.269
Portugal-PR53SUE,2012,411.189
Portugal-PR53SUE,2013,413.117
Portugal-PR53SUE,2014,415.054
Portugal-PR53SUE,2015,417.000
Brazil-BRFFE3A,1990,509.204
Brazil-BRFFE3A,1991,510.655
Brazil-BRFFE3A,1992,512.110
Brazil-BRFFE3A,1993,513.569
Brazil-BRFFE3A,1994,515.033
Brazil-BRFFE3A,1995,516.500
Brazil-BRFFE3A,1996,517.972
Brazil-BRFFE3A,1997,519.448
Brazil-BRFFE3A,1998,520.929
Brazil-BRFFE3A,1999,522.413
Brazil-BRFFE3A,2000,523.902
Brazil-BRFFE3A,2001,525.395
Brazil-BRFFE3A,2002,526.892
Brazil-BRFFE3A,2003,528.394
Brazil-BRFFE3A,2004,529.899
Brazil-BRFFE3A,2005,531.409
Brazil-BRFFE3A,2006,532.924
Brazil-BRFFE3A,2008,534.442
Brazil-BRFFE3A,2007,535.965
Brazil-BRFFE3A,2009,537.493
Brazil-BRFFE3A,2010,539.024
Brazil-BRFFE3A,2011,540.089
Brazil-BRFFE3A,2012,541.156
Brazil-BRFFE3A,2013,542.225
Brazil-BRFFE3A,2014,543.296
Brazil-BRFFE3A,2015,544.369
Brunei-BU3E99CD,1990,1011.681
Brunei-BU3E99CD,1991,1011.681
Brunei-BU3E99CD,1992,1011.681
Brunei-BU3E99CD,1993,1011.681
Brunei-BU3E99CD,1994,1011.681
Brunei-BU3E99CD,1995,1011.681
Brunei-BU3E99CD,1996,1011.681
Brunei-BU3E99CD,1997,1011.681
Brunei-BU3E99CD,1998,1011.681
Brunei-BU3E99CD,1999,1011.681
Brunei-BU3E99CD,2000,1011.681
Brunei-BU3E99CD,2001,1011.681
Brunei-BU3E99CD,2002,1011.681
Brunei-BU3E99CD,2003,1011.681
Brunei-BU3E99CD,2004,1011.681
Brunei-BU3E99CD,2005,1011.681
Brunei-BU3E99CD,2006,1011.681
Brunei-BU3E99CD,2008,1011.681
Brunei-BU3E99CD,2007,1011.681
Brunei-BU3E99CD,2009,1011.681
Brunei-BU3E99CD,2010,1011.681
Brunei-BU3E99CD,2011,1014.966
Brunei-BU3E99CD,2012,1018.262
Brunei-BU3E99CD,2013,1021.569
Brunei-BU3E99CD,2014,1024.886
Brunei-BU3E99CD,2015,1028.214
Japan-JP53E9RD,1990,25870.135
Japan-JP53E9RD,1991,26648.195
Japan-JP53E9RD,1992,26824.895
Japan-JP53E9RD,1993,26818.241
Japan-JP53E9RD,1994,27037.828
Japan-JP53E9RD,1995,27509.080
Japan-JP53E9RD,1996,28385.158
Japan-JP53E9RD,1997,28816.585
Japan-JP53E9RD,1998,27904.675
Japan-JP53E9RD,1999,27809.173
Japan-JP53E9RD,2000,28559.170
Japan-JP53E9RD,2001,28569.055
Japan-JP53E9RD,2002,28174.592
Japan-JP53E9RD,2003,29073.192
Japan-JP53E9RD,2004,29742.046
Japan-JP53E9RD,2005,30290.000
Japan-JP53E9RD,2006,30784.479
Japan-JP53E9RD,2007,31426.787
Japan-JP53E9RD,2008,31079.671
Japan-JP53E9RD,2009,29364.972
Japan-JP53E9RD,2010,30731.993
Japan-JP53E9RD,2011,30593.475
Japan-JP53E9RD,2012,31273.993
Japan-JP53E9RD,2013,31836.701
Japan-JP53E9RD,2014,32357.495
Japan-JP53E9RD,2015,32783.989
Jamaica-JAEF79KE,1990,7296.544
Jamaica-JAEF79KE,1991,7285.438
Jamaica-JAEF79KE,1992,7404.924
Jamaica-JAEF79KE,1993,7447.477
Jamaica-JAEF79KE,1994,7497.588
Jamaica-JAEF79KE,1995,7524.484
Jamaica-JAEF79KE,1996,7316.258
Jamaica-JAEF79KE,1997,7121.925
Jamaica-JAEF79KE,1998,7012.282
Jamaica-JAEF79KE,1999,6928.821
Jamaica-JAEF79KE,2000,6934.028
Jamaica-JAEF79KE,2001,6987.809
Jamaica-JAEF79KE,2002,6994.775
Jamaica-JAEF79KE,2003,7092.047
Jamaica-JAEF79KE,2004,7093.444
Jamaica-JAEF79KE,2005,7132.000
Jamaica-JAEF79KE,2006,7295.849
Jamaica-JAEF79KE,2007,7364.751
Jamaica-JAEF79KE,2008,7274.022
Jamaica-JAEF79KE,2009,7021.296
Jamaica-JAEF79KE,2010,6892.469
Jamaica-JAEF79KE,2011,6968.243
Jamaica-JAEF79KE,2012,6945.703
Jamaica-JAEF79KE,2013,6955.764
Jamaica-JAEF79KE,2014,7014.334
Jamaica-JAEF79KE,2015,7104.834
India-IN87S9KE,1990,1117.346
India-IN87S9KE,1991,1150.457
India-IN87S9KE,1992,1185.538
India-IN87S9KE,1993,1226.997
India-IN87S9KE,1994,1289.531
India-IN87S9KE,1995,1354.030
India-IN87S9KE,1996,1433.418
India-IN87S9KE,1997,1475.053
India-IN87S9KE,1998,1543.118
India-IN87S9KE,1999,1176.867
India-IN87S9KE,2000,1648.209
India-IN87S9KE,2001,1714.151
India-IN87S9KE,2002,1754.034
India-IN87S9KE,2003,1872.384
India-IN87S9KE,2004,1981.022
India-IN87S9KE,2005,2126.000
India-IN87S9KE,2006,2292.641
India-IN87S9KE,2007,2488.329
India-IN87S9KE,2008,2175.771
India-IN87S9KE,2009,2699.733
India-IN87S9KE,2010,2919.173
India-IN87S9KE,2011,3147.192
India-IN87S9KE,2012,3229.148
India-IN87S9KE,2013,3368.134
India-IN87S9KE,2014,3531.518
India-IN87S9KE,2015,3716.841
Iceland-IC079OO,1990,26372.878
Iceland-IC079OO,1991,26332.621
Iceland-IC079OO,1992,25144.392
Iceland-IC079OO,1993,25030.859
Iceland-IC079OO,1994,25941.538
Iceland-IC079OO,1995,25840.489
Iceland-IC079OO,1996,27027.254
Iceland-IC079OO,1997,28019.100
Iceland-IC079OO,1998,29256.699
Iceland-IC079OO,1999,30042.937
Iceland-IC079OO,2000,31092.025
Iceland-IC079OO,2001,31830.543
Iceland-IC079OO,2002,31163.202
Iceland-IC079OO,2003,31937.006
Iceland-IC079OO,2004,34279.179
Iceland-IC079OO,2005,35630.000
Iceland-IC079OO,2006,36364.320
Iceland-IC079OO,2007,37839.210
Iceland-IC079OO,2008,37921.954
Iceland-IC079OO,2009,35089.414
Iceland-IC079OO,2010,33316.465
Iceland-IC079OO,2011,33929.330
Iceland-IC079OO,2012,34371.179
Iceland-IC079OO,2013,34830.371
Iceland-IC079OO,2014,35377.934
Iceland-IC079OO,2015,35931.193
China-CH12M21,1990,1968.217
China-CH12M21,1991,2062.036
China-CH12M21,1992,2214.967
China-CH12M21,1993,2456.947
China-CH12M21,1994,2644.763
China-CH12M21,1995,2949.551
China-CH12M21,1996,3020.266
China-CH12M21,1997,3178.446
China-CH12M21,1998,3123.283
China-CH12M21,1999,3250.641
China-CH12M21,2000,3407.514
China-CH12M21,2001,3199.427
China-CH12M21,2002,3989.681
China-CH12M21,2003,4292.343
China-CH12M21,2004,4706.038
China-CH12M21,2005,5152.282
China-CH12M21,2006,5717.847
China-CH12M21,2007,6374.657
China-CH12M21,2008,6481.599
China-CH12M21,2009,6932.745
China-CH12M21,2010,7405.726
China-CH12M21,2011,7781.366
China-CH12M21,2012,8346.867
China-CH12M21,2013,8973.241
China-CH12M21,2014,9664.715
China-CH12M21,2015,10435.219
Denmark-DE32M21,1990,25208.564
Denmark-DE32M21,1991,25503.738
Denmark-DE32M21,1992,25956.187
Denmark-DE32M21,1993,25882.229
Denmark-DE32M21,1994,27258.056
Denmark-DE32M21,1995,27985.590
Denmark-DE32M21,1996,28655.633
Denmark-DE32M21,1997,29490.373
Denmark-DE32M21,1998,30058.991
Denmark-DE32M21,1999,30767.179
Denmark-DE32M21,2000,31805.535
Denmark-DE32M21,2001,31964.401
Denmark-DE32M21,2002,32039.008
Denmark-DE32M21,2003,32089.735
Denmark-DE32M21,2004,32694.119
Denmark-DE32M21,2005,33626.000
Denmark-DE32M21,2006,34664.666
Denmark-DE32M21,2007,35086.629
Denmark-DE32M21,2008,34629.101
Denmark-DE32M21,2009,32455.547
Denmark-DE32M21,2010,32828.741
Denmark-DE32M21,2011,33036.195
Denmark-DE32M21,2012,32731.290
Denmark-DE32M21,2013,32940.627
Denmark-DE32M21,2014,33270.376
Denmark-DE32M21,2015,33668.655
Ecuador-EC3FNNE,1990,6842.305
Ecuador-EC3FNNE,1991,7042.354
Ecuador-EC3FNNE,1992,7103.703
Ecuador-EC3FNNE,1993,7107.173
Ecuador-EC3FNNE,1994,7268.522
Ecuador-EC3FNNE,1995,7336.071
Ecuador-EC3FNNE,1996,7331.528
Ecuador-EC3FNNE,1997,7429.456
Ecuador-EC3FNNE,1998,7319.008
Ecuador-EC3FNNE,1999,6670.588
Ecuador-EC3FNNE,2000,5196.419
Ecuador-EC3FNNE,2001,5812.302
Ecuador-EC3FNNE,2002,5255.045
Ecuador-EC3FNNE,2003,5910.998
Ecuador-EC3FNNE,2004,6311.013
Ecuador-EC3FNNE,2005,6533.000
Ecuador-EC3FNNE,2006,6721.100
Ecuador-EC3FNNE,2007,6767.332
Ecuador-EC3FNNE,2008,7091.736
Ecuador-EC3FNNE,2009,7059.575
Ecuador-EC3FNNE,2010,7182.708
Ecuador-EC3FNNE,2011,7641.520
Ecuador-EC3FNNE,2012,7903.095
Ecuador-EC3FNNE,2013,8132.473
Ecuador-EC3FNNE,2014,8327.256
Ecuador-EC3FNNE,2015,8509.826
